,year,category,winner,entity,award
499,1966,ACTOR,False,Richard Burton,academy_award
500,1966,ACTOR,False,Michael Caine,academy_award
501,1966,ACTOR,False,Steve McQueen,academy_award
502,1966,ACTOR,True,Paul Scofield,academy_award
503,1967,ACTOR,False,Warren Beatty,academy_award
504,1967,ACTOR,False,Dustin Hoffman,academy_award
505,1967,ACTOR,False,Paul Newman,academy_award
506,1967,ACTOR,True,Rod Steiger,academy_award
507,1967,ACTOR,False,Spencer Tracy,academy_award
508,1968,ACTOR,False,Alan Arkin,academy_award
509,1968,ACTOR,False,Alan Bates,academy_award
510,1968,ACTOR,False,Ron Moody,academy_award
511,1968,ACTOR,False,Peter O'Toole,academy_award
512,1968,ACTOR,True,Cliff Robertson,academy_award
513,1969,ACTOR,False,Richard Burton,academy_award
514,1969,ACTOR,False,Dustin Hoffman,academy_award
515,1969,ACTOR,False,Peter O'Toole,academy_award
516,1969,ACTOR,False,Jon Voight,academy_award
517,1969,ACTOR,True,John Wayne,academy_award
518,1970,ACTOR,False,Melvyn Douglas,academy_award
519,1970,ACTOR,False,James Earl Jones,academy_award
520,1970,ACTOR,False,Jack Nicholson,academy_award
521,1970,ACTOR,False,Ryan O'Neal,academy_award
522,1970,ACTOR,True,George C. Scott,academy_award
523,1971,ACTOR,False,Peter Finch,academy_award
524,1971,ACTOR,True,Gene Hackman,academy_award
525,1971,ACTOR,False,Walter Matthau,academy_award
526,1971,ACTOR,False,George C. Scott,academy_award
527,1971,ACTOR,False,Topol,academy_award
528,1972,ACTOR,True,Marlon Brando,academy_award
529,1972,ACTOR,False,Michael Caine,academy_award
530,1972,ACTOR,False,Laurence Olivier,academy_award
531,1972,ACTOR,False,Peter O'Toole,academy_award
532,1972,ACTOR,False,Paul Winfield,academy_award
533,1973,ACTOR,False,Marlon Brando,academy_award
534,1973,ACTOR,True,Jack Lemmon,academy_award
535,1973,ACTOR,False,Jack Nicholson,academy_award
536,1973,ACTOR,False,Al Pacino,academy_award
537,1973,ACTOR,False,Robert Redford,academy_award
538,1974,ACTOR,True,Art Carney,academy_award
539,1974,ACTOR,False,Albert Finney,academy_award
540,1974,ACTOR,False,Dustin Hoffman,academy_award
541,1974,ACTOR,False,Jack Nicholson,academy_award
542,1974,ACTOR,False,Al Pacino,academy_award
543,1975,ACTOR,False,Walter Matthau,academy_award
544,1975,ACTOR,True,Jack Nicholson,academy_award
545,1975,ACTOR,False,Al Pacino,academy_award
546,1975,ACTOR,False,Maximilian Schell,academy_award
547,1975,ACTOR,False,James Whitmore,academy_award
548,1976,ACTOR,False,Robert De Niro,academy_award
549,1976,ACTOR,True,Peter Finch,academy_award
550,1976,ACTOR,False,Giancarlo Giannini,academy_award
551,1976,ACTOR,False,William Holden,academy_award
552,1976,ACTOR,False,Sylvester Stallone,academy_award
553,1977,ACTOR,False,Woody Allen,academy_award
554,1977,ACTOR,False,Richard Burton,academy_award
555,1977,ACTOR,True,Richard Dreyfuss,academy_award
556,1977,ACTOR,False,Marcello Mastroianni,academy_award
557,1977,ACTOR,False,John Travolta,academy_award
558,1978,ACTOR,False,Warren Beatty,academy_award
559,1978,ACTOR,False,Gary Busey,academy_award
560,1978,ACTOR,False,Robert De Niro,academy_award
561,1978,ACTOR,False,Laurence Olivier,academy_award
562,1978,ACTOR,True,Jon Voight,academy_award
563,1979,ACTOR,True,Dustin Hoffman,academy_award
564,1979,ACTOR,False,Jack Lemmon,academy_award
565,1979,ACTOR,False,Al Pacino,academy_award
566,1979,ACTOR,False,Roy Scheider,academy_award
567,1979,ACTOR,False,Peter Sellers,academy_award
568,1980,ACTOR,True,Robert De Niro,academy_award
569,1980,ACTOR,False,Robert Duvall,academy_award
570,1980,ACTOR,False,John Hurt,academy_award
571,1980,ACTOR,False,Jack Lemmon,academy_award
572,1980,ACTOR,False,Peter O'Toole,academy_award
573,1981,ACTOR,False,Warren Beatty,academy_award
574,1981,ACTOR,True,Henry Fonda,academy_award
575,1981,ACTOR,False,Burt Lancaster,academy_award
576,1981,ACTOR,False,Dudley Moore,academy_award
577,1981,ACTOR,False,Paul Newman,academy_award
578,1982,ACTOR,False,Dustin Hoffman,academy_award
579,1982,ACTOR,True,Ben Kingsley,academy_award
580,1982,ACTOR,False,Jack Lemmon,academy_award
581,1982,ACTOR,False,Paul Newman,academy_award
582,1982,ACTOR,False,Peter O'Toole,academy_award
583,1983,ACTOR,False,Michael Caine,academy_award
584,1983,ACTOR,False,Tom Conti,academy_award
585,1983,ACTOR,False,Tom Courtenay,academy_award
586,1983,ACTOR,True,Robert Duvall,academy_award
587,1983,ACTOR,False,Albert Finney,academy_award
588,1984,ACTOR,True,F. Murray Abraham,academy_award
589,1984,ACTOR,False,Jeff Bridges,academy_award
590,1984,ACTOR,False,Albert Finney,academy_award
591,1984,ACTOR,False,Tom Hulce,academy_award
592,1984,ACTOR,False,Sam Waterston,academy_award
593,1985,ACTOR,False,Harrison Ford,academy_award
594,1985,ACTOR,False,James Garner,academy_award
595,1985,ACTOR,True,William Hurt,academy_award
596,1985,ACTOR,False,Jack Nicholson,academy_award
597,1985,ACTOR,False,Jon Voight,academy_award
598,1986,ACTOR,False,Dexter Gordon,academy_award
599,1986,ACTOR,False,Bob Hoskins,academy_award
600,1986,ACTOR,False,William Hurt,academy_award
601,1986,ACTOR,True,Paul Newman,academy_award
602,1986,ACTOR,False,James Woods,academy_award
603,1987,ACTOR,True,Michael Douglas,academy_award
604,1987,ACTOR,False,William Hurt,academy_award
605,1987,ACTOR,False,Marcello Mastroianni,academy_award
606,1987,ACTOR,False,Jack Nicholson,academy_award
607,1987,ACTOR,False,Robin Williams,academy_award
608,1988,ACTOR,False,Gene Hackman,academy_award
609,1988,ACTOR,False,Tom Hanks,academy_award
610,1988,ACTOR,True,Dustin Hoffman,academy_award
611,1988,ACTOR,False,Edward James Olmos,academy_award
612,1988,ACTOR,False,Max von Sydow,academy_award
613,1989,ACTOR,False,Kenneth Branagh,academy_award
614,1989,ACTOR,False,Tom Cruise,academy_award
615,1989,ACTOR,True,Daniel Day Lewis,academy_award
616,1989,ACTOR,False,Morgan Freeman,academy_award
617,1989,ACTOR,False,Robin Williams,academy_award
618,1990,ACTOR,False,Kevin Costner,academy_award
619,1990,ACTOR,False,Robert De Niro,academy_award
620,1990,ACTOR,False,Gerard Depardieu,academy_award
621,1990,ACTOR,False,Richard Harris,academy_award
622,1990,ACTOR,True,Jeremy Irons,academy_award
623,1991,ACTOR,False,Warren Beatty,academy_award
624,1991,ACTOR,False,Robert De Niro,academy_award
625,1991,ACTOR,True,Anthony Hopkins,academy_award
626,1991,ACTOR,False,Nick Nolte,academy_award
627,1991,ACTOR,False,Robin Williams,academy_award
628,1992,ACTOR,False,Robert Downey Jr.,academy_award
629,1992,ACTOR,False,Clint Eastwood,academy_award
630,1992,ACTOR,True,Al Pacino,academy_award
631,1992,ACTOR,False,Stephen Rea,academy_award
632,1992,ACTOR,False,Denzel Washington,academy_award
633,1993,ACTOR,False,Daniel Day-Lewis,academy_award
634,1993,ACTOR,False,Laurence Fishburne,academy_award
635,1993,ACTOR,True,Tom Hanks,academy_award
636,1993,ACTOR,False,Anthony Hopkins,academy_award
637,1993,ACTOR,False,Liam Neeson,academy_award
638,1994,ACTOR,False,Morgan Freeman,academy_award
639,1994,ACTOR,True,Tom Hanks,academy_award
640,1994,ACTOR,False,Nigel Hawthorne,academy_award
641,1994,ACTOR,False,Paul Newman,academy_award
642,1994,ACTOR,False,John Travolta,academy_award
643,1995,ACTOR,True,Nicolas Cage,academy_award
644,1995,ACTOR,False,Richard Dreyfuss,academy_award
645,1995,ACTOR,False,Anthony Hopkins,academy_award
646,1995,ACTOR,False,Sean Penn,academy_award
647,1995,ACTOR,False,Massimo Troisi,academy_award
648,1996,ACTOR,False,Tom Cruise,academy_award
649,1996,ACTOR,False,Ralph Fiennes,academy_award
650,1996,ACTOR,False,Woody Harrelson,academy_award
651,1996,ACTOR,True,Geoffrey Rush,academy_award
652,1996,ACTOR,False,Billy Bob Thornton,academy_award
653,1997,ACTOR,False,Matt Damon,academy_award
654,1997,ACTOR,False,Robert Duvall,academy_award
655,1997,ACTOR,False,Peter Fonda,academy_award
656,1997,ACTOR,False,Dustin Hoffman,academy_award
657,1997,ACTOR,True,Jack Nicholson,academy_award
658,1998,ACTOR,True,Roberto Benigni,academy_award
659,1998,ACTOR,False,Tom Hanks,academy_award
660,1998,ACTOR,False,Ian McKellen,academy_award
661,1998,ACTOR,False,Nick Nolte,academy_award
662,1998,ACTOR,False,Edward Norton,academy_award
663,1999,ACTOR,False,Russell Crowe,academy_award
664,1999,ACTOR,False,Richard Farnsworth,academy_award
665,1999,ACTOR,False,Sean Penn,academy_award
666,1999,ACTOR,True,Kevin Spacey,academy_award
667,1999,ACTOR,False,Denzel Washington,academy_award
668,2000,ACTOR,False,Javier Bardem,academy_award
669,2000,ACTOR,True,Russell Crowe,academy_award
670,2000,ACTOR,False,Tom Hanks,academy_award
671,2000,ACTOR,False,Ed Harris,academy_award
672,2000,ACTOR,False,Geoffrey Rush,academy_award
673,2001,ACTOR,False,Russell Crowe,academy_award
674,2001,ACTOR,False,Sean Penn,academy_award
675,2001,ACTOR,False,Will Smith,academy_award
676,2001,ACTOR,True,Denzel Washington,academy_award
677,2001,ACTOR,False,Tom Wilkinson,academy_award
678,2002,ACTOR,True,Adrien Brody,academy_award
679,2002,ACTOR,False,Nicolas Cage,academy_award
680,2002,ACTOR,False,Michael Caine,academy_award
681,2002,ACTOR,False,Daniel Day-Lewis,academy_award
682,2002,ACTOR,False,Jack Nicholson,academy_award
683,2003,ACTOR,False,Johnny Depp,academy_award
684,2003,ACTOR,False,Ben Kingsley,academy_award
685,2003,ACTOR,False,Jude Law,academy_award
686,2003,ACTOR,False,Bill Murray,academy_award
687,2003,ACTOR,True,Sean Penn,academy_award
688,2004,ACTOR,False,Don Cheadle,academy_award
689,2004,ACTOR,False,Johnny Depp,academy_award
690,2004,ACTOR,False,Leonardo DiCaprio,academy_award
691,2004,ACTOR,False,Clint Eastwood,academy_award
692,2004,ACTOR,True,Jamie Foxx,academy_award
693,2005,ACTOR,True,Philip Seymour Hoffman,academy_award
694,2005,ACTOR,False,Terrence Howard,academy_award
695,2005,ACTOR,False,Heath Ledger,academy_award
696,2005,ACTOR,False,Joaquin Phoenix,academy_award
697,2005,ACTOR,False,David Strathairn,academy_award
698,2006,ACTOR,False,Leonardo DiCaprio,academy_award
699,2006,ACTOR,False,Ryan Gosling,academy_award
700,2006,ACTOR,False,Peter O'Toole,academy_award
701,2006,ACTOR,False,Will Smith,academy_award
702,2006,ACTOR,True,Forest Whitaker,academy_award
703,2007,ACTOR,False,George Clooney,academy_award
704,2007,ACTOR,True,Daniel Day-Lewis,academy_award
705,2007,ACTOR,False,Johnny Depp,academy_award
706,2007,ACTOR,False,Tommy Lee Jones,academy_award
707,2007,ACTOR,False,Viggo Mortensen,academy_award
708,2008,ACTOR,False,Richard Jenkins,academy_award
709,2008,ACTOR,False,Frank Langella,academy_award
710,2008,ACTOR,True,Sean Penn,academy_award
711,2008,ACTOR,False,Brad Pitt,academy_award
712,2008,ACTOR,False,Mickey Rourke,academy_award
713,2009,ACTOR,True,Jeff Bridges,academy_award
714,2009,ACTOR,False,George Clooney,academy_award
715,2009,ACTOR,False,Colin Firth,academy_award
716,2009,ACTOR,False,Morgan Freeman,academy_award
717,2009,ACTOR,False,Jeremy Renner,academy_award
718,2010,ACTOR,False,Javier Bardem,academy_award
719,2010,ACTOR,False,Jeff Bridges,academy_award
720,2010,ACTOR,False,Jesse Eisenberg,academy_award
721,2010,ACTOR,True,Colin Firth,academy_award
722,2010,ACTOR,False,James Franco,academy_award
723,2011,ACTOR,False,Demián Bichir,academy_award
724,2011,ACTOR,False,George Clooney,academy_award
725,2011,ACTOR,True,Jean Dujardin,academy_award
726,2011,ACTOR,False,Gary Oldman,academy_award
727,2011,ACTOR,False,Brad Pitt,academy_award
728,2012,ACTOR,False,Bradley Cooper,academy_award
729,2012,ACTOR,True,Daniel Day-Lewis,academy_award
730,2012,ACTOR,False,Hugh Jackman,academy_award
731,2012,ACTOR,False,Joaquin Phoenix,academy_award
732,2012,ACTOR,False,Denzel Washington,academy_award
733,2013,ACTOR,False,Christian Bale,academy_award
734,2013,ACTOR,False,Bruce Dern,academy_award
735,2013,ACTOR,False,Leonardo DiCaprio,academy_award
736,2013,ACTOR,False,Chiwetel Ejiofor,academy_award
737,2013,ACTOR,True,Matthew McConaughey,academy_award
738,2014,ACTOR,False,Steve Carell,academy_award
739,2014,ACTOR,False,Bradley Cooper,academy_award
740,2014,ACTOR,False,Benedict Cumberbatch,academy_award
741,2014,ACTOR,False,Michael Keaton,academy_award
742,2014,ACTOR,True,Eddie Redmayne,academy_award
743,2015,ACTOR,False,Bryan Cranston,academy_award
744,2015,ACTOR,False,Matt Damon,academy_award
745,2015,ACTOR,True,Leonardo DiCaprio,academy_award
746,2015,ACTOR,False,Michael Fassbender,academy_award
747,2015,ACTOR,False,Eddie Redmayne,academy_award
748,2016,ACTOR,True,Casey Affleck,academy_award
749,2016,ACTOR,False,Andrew Garfield,academy_award
750,2016,ACTOR,False,Ryan Gosling,academy_award
751,2016,ACTOR,False,Viggo Mortensen,academy_award
752,2016,ACTOR,False,Denzel Washington,academy_award
753,2017,ACTOR,False,Timothée Chalamet,academy_award
754,2017,ACTOR,False,Daniel Day-Lewis,academy_award
755,2017,ACTOR,False,Daniel Kaluuya,academy_award
756,2017,ACTOR,True,Gary Oldman,academy_award
757,2017,ACTOR,False,Denzel Washington,academy_award
758,1927,ACTRESS,False,Louise Dresser,academy_award
759,1927,ACTRESS,True,Janet Gaynor,academy_award
760,1927,ACTRESS,False,Gloria Swanson,academy_award
761,1928,ACTRESS,False,Ruth Chatterton,academy_award
762,1928,ACTRESS,False,Betty Compson,academy_award
763,1928,ACTRESS,False,Jeanne Eagels,academy_award
764,1928,ACTRESS,False,Corinne Griffith,academy_award
765,1928,ACTRESS,False,Bessie Love,academy_award
766,1928,ACTRESS,True,Mary Pickford,academy_award
767,1929,ACTRESS,False,Nancy Carroll,academy_award
768,1929,ACTRESS,False,Ruth Chatterton,academy_award
769,1929,ACTRESS,False,Greta Garbo,academy_award
770,1929,ACTRESS,True,Norma Shearer,academy_award
771,1929,ACTRESS,False,Norma Shearer,academy_award
772,1929,ACTRESS,False,Gloria Swanson,academy_award
773,1930,ACTRESS,False,Marlene Dietrich,academy_award
774,1930,ACTRESS,True,Marie Dressler,academy_award
775,1930,ACTRESS,False,Irene Dunne,academy_award
776,1930,ACTRESS,False,Ann Harding,academy_award
777,1930,ACTRESS,False,Norma Shearer,academy_award
778,1931,ACTRESS,False,Marie Dressler,academy_award
779,1931,ACTRESS,False,Lynn Fontanne,academy_award
780,1931,ACTRESS,True,Helen Hayes,academy_award
781,1932,ACTRESS,True,Katharine Hepburn,academy_award
782,1932,ACTRESS,False,May Robson,academy_award
783,1932,ACTRESS,False,Diana Wynyard,academy_award
784,1934,ACTRESS,True,Claudette Colbert,academy_award
785,1934,ACTRESS,False,Bette Davis,academy_award
786,1934,ACTRESS,False,Grace Moore,academy_award
787,1934,ACTRESS,False,Norma Shearer,academy_award
788,1935,ACTRESS,False,Elisabeth Bergner,academy_award
789,1935,ACTRESS,False,Claudette Colbert,academy_award
790,1935,ACTRESS,True,Bette Davis,academy_award
791,1935,ACTRESS,False,Katharine Hepburn,academy_award
792,1935,ACTRESS,False,Miriam Hopkins,academy_award
793,1935,ACTRESS,False,Merle Oberon,academy_award
794,1936,ACTRESS,False,Irene Dunne,academy_award
795,1936,ACTRESS,False,Gladys George,academy_award
796,1936,ACTRESS,False,Carole Lombard,academy_award
797,1936,ACTRESS,True,Luise Rainer,academy_award
798,1936,ACTRESS,False,Norma Shearer,academy_award
799,1937,ACTRESS,False,Irene Dunne,academy_award
800,1937,ACTRESS,False,Greta Garbo,academy_award
801,1937,ACTRESS,False,Janet Gaynor,academy_award
802,1937,ACTRESS,True,Luise Rainer,academy_award
803,1937,ACTRESS,False,Barbara Stanwyck,academy_award
804,1938,ACTRESS,False,Fay Bainter,academy_award
805,1938,ACTRESS,True,Bette Davis,academy_award
806,1938,ACTRESS,False,Wendy Hiller,academy_award
807,1938,ACTRESS,False,Norma Shearer,academy_award
808,1938,ACTRESS,False,Margaret Sullavan,academy_award
809,1939,ACTRESS,False,Bette Davis,academy_award
810,1939,ACTRESS,False,Irene Dunne,academy_award
811,1939,ACTRESS,False,Greta Garbo,academy_award
812,1939,ACTRESS,False,Greer Garson,academy_award
813,1939,ACTRESS,True,Vivien Leigh,academy_award
814,1940,ACTRESS,False,Bette Davis,academy_award
815,1940,ACTRESS,False,Joan Fontaine,academy_award
816,1940,ACTRESS,False,Katharine Hepburn,academy_award
817,1940,ACTRESS,True,Ginger Rogers,academy_award
818,1940,ACTRESS,False,Martha Scott,academy_award
819,1941,ACTRESS,False,Bette Davis,academy_award
820,1941,ACTRESS,False,Olivia de Havilland,academy_award
821,1941,ACTRESS,True,Joan Fontaine,academy_award
822,1941,ACTRESS,False,Greer Garson,academy_award
823,1941,ACTRESS,False,Barbara Stanwyck,academy_award
824,1942,ACTRESS,False,Bette Davis,academy_award
825,1942,ACTRESS,True,Greer Garson,academy_award
826,1942,ACTRESS,False,Katharine Hepburn,academy_award
827,1942,ACTRESS,False,Rosalind Russell,academy_award
828,1942,ACTRESS,False,Teresa Wright,academy_award
829,1943,ACTRESS,False,Jean Arthur,academy_award
830,1943,ACTRESS,False,Ingrid Bergman,academy_award
831,1943,ACTRESS,False,Joan Fontaine,academy_award
832,1943,ACTRESS,False,Greer Garson,academy_award
833,1943,ACTRESS,True,Jennifer Jones,academy_award
834,1944,ACTRESS,True,Ingrid Bergman,academy_award
835,1944,ACTRESS,False,Claudette Colbert,academy_award
836,1944,ACTRESS,False,Bette Davis,academy_award
837,1944,ACTRESS,False,Greer Garson,academy_award
838,1944,ACTRESS,False,Barbara Stanwyck,academy_award
839,1945,ACTRESS,False,Ingrid Bergman,academy_award
840,1945,ACTRESS,True,Joan Crawford,academy_award
841,1945,ACTRESS,False,Greer Garson,academy_award
842,1945,ACTRESS,False,Jennifer Jones,academy_award
843,1945,ACTRESS,False,Gene Tierney,academy_award
844,1946,ACTRESS,True,Olivia de Havilland,academy_award
845,1946,ACTRESS,False,Celia Johnson,academy_award
846,1946,ACTRESS,False,Jennifer Jones,academy_award
847,1946,ACTRESS,False,Rosalind Russell,academy_award
848,1946,ACTRESS,False,Jane Wyman,academy_award
849,1947,ACTRESS,False,Joan Crawford,academy_award
850,1947,ACTRESS,False,Susan Hayward,academy_award
851,1947,ACTRESS,False,Dorothy McGuire,academy_award
852,1947,ACTRESS,False,Rosalind Russell,academy_award
853,1947,ACTRESS,True,Loretta Young,academy_award
854,1948,ACTRESS,False,Ingrid Bergman,academy_award
855,1948,ACTRESS,False,Olivia de Havilland,academy_award
856,1948,ACTRESS,False,Irene Dunne,academy_award
857,1948,ACTRESS,False,Barbara Stanwyck,academy_award
858,1948,ACTRESS,True,Jane Wyman,academy_award
859,1949,ACTRESS,False,Jeanne Crain,academy_award
860,1949,ACTRESS,True,Olivia de Havilland,academy_award
861,1949,ACTRESS,False,Susan Hayward,academy_award
862,1949,ACTRESS,False,Deborah Kerr,academy_award
863,1949,ACTRESS,False,Loretta Young,academy_award
864,1950,ACTRESS,False,Anne Baxter,academy_award
865,1950,ACTRESS,False,Bette Davis,academy_award
866,1950,ACTRESS,True,Judy Holliday,academy_award
867,1950,ACTRESS,False,Eleanor Parker,academy_award
868,1950,ACTRESS,False,Gloria Swanson,academy_award
869,1951,ACTRESS,False,Katharine Hepburn,academy_award
870,1951,ACTRESS,True,Vivien Leigh,academy_award
871,1951,ACTRESS,False,Eleanor Parker,academy_award
872,1951,ACTRESS,False,Shelley Winters,academy_award
873,1951,ACTRESS,False,Jane Wyman,academy_award
874,1952,ACTRESS,True,Shirley Booth,academy_award
875,1952,ACTRESS,False,Joan Crawford,academy_award
876,1952,ACTRESS,False,Bette Davis,academy_award
877,1952,ACTRESS,False,Julie Harris,academy_award
878,1952,ACTRESS,False,Susan Hayward,academy_award
879,1953,ACTRESS,False,Leslie Caron,academy_award
880,1953,ACTRESS,False,Ava Gardner,academy_award
881,1953,ACTRESS,True,Audrey Hepburn,academy_award
882,1953,ACTRESS,False,Deborah Kerr,academy_award
883,1953,ACTRESS,False,Maggie McNamara,academy_award
884,1954,ACTRESS,False,Dorothy Dandridge,academy_award
885,1954,ACTRESS,False,Judy Garland,academy_award
886,1954,ACTRESS,False,Audrey Hepburn,academy_award
887,1954,ACTRESS,True,Grace Kelly,academy_award
888,1954,ACTRESS,False,Jane Wyman,academy_award
889,1955,ACTRESS,False,Susan Hayward,academy_award
890,1955,ACTRESS,False,Katharine Hepburn,academy_award
891,1955,ACTRESS,False,Jennifer Jones,academy_award
892,1955,ACTRESS,True,Anna Magnani,academy_award
893,1955,ACTRESS,False,Eleanor Parker,academy_award
894,1956,ACTRESS,False,Carroll Baker,academy_award
895,1956,ACTRESS,True,Ingrid Bergman,academy_award
896,1956,ACTRESS,False,Katharine Hepburn,academy_award
897,1956,ACTRESS,False,Nancy Kelly,academy_award
898,1956,ACTRESS,False,Deborah Kerr,academy_award
899,1957,ACTRESS,False,Deborah Kerr,academy_award
900,1957,ACTRESS,False,Anna Magnani,academy_award
901,1957,ACTRESS,False,Elizabeth Taylor,academy_award
902,1957,ACTRESS,False,Lana Turner,academy_award
903,1957,ACTRESS,True,Joanne Woodward,academy_award
904,1958,ACTRESS,True,Susan Hayward,academy_award
905,1958,ACTRESS,False,Deborah Kerr,academy_award
906,1958,ACTRESS,False,Shirley MacLaine,academy_award
907,1958,ACTRESS,False,Rosalind Russell,academy_award
908,1958,ACTRESS,False,Elizabeth Taylor,academy_award
909,1959,ACTRESS,False,Doris Day,academy_award
910,1959,ACTRESS,False,Audrey Hepburn,academy_award
911,1959,ACTRESS,False,Katharine Hepburn,academy_award
912,1959,ACTRESS,True,Simone Signoret,academy_award
913,1959,ACTRESS,False,Elizabeth Taylor,academy_award
914,1960,ACTRESS,False,Greer Garson,academy_award
915,1960,ACTRESS,False,Deborah Kerr,academy_award
916,1960,ACTRESS,False,Shirley MacLaine,academy_award
917,1960,ACTRESS,False,Melina Mercouri,academy_award
918,1960,ACTRESS,True,Elizabeth Taylor,academy_award
919,1961,ACTRESS,False,Audrey Hepburn,academy_award
920,1961,ACTRESS,False,Piper Laurie,academy_award
921,1961,ACTRESS,True,Sophia Loren,academy_award
922,1961,ACTRESS,False,Geraldine Page,academy_award
923,1961,ACTRESS,False,Natalie Wood,academy_award
924,1962,ACTRESS,True,Anne Bancroft,academy_award
925,1962,ACTRESS,False,Bette Davis,academy_award
926,1962,ACTRESS,False,Katharine Hepburn,academy_award
927,1962,ACTRESS,False,Geraldine Page,academy_award
928,1962,ACTRESS,False,Lee Remick,academy_award
929,1963,ACTRESS,False,Leslie Caron,academy_award
930,1963,ACTRESS,False,Shirley MacLaine,academy_award
931,1963,ACTRESS,True,Patricia Neal,academy_award
932,1963,ACTRESS,False,Rachel Roberts,academy_award
933,1963,ACTRESS,False,Natalie Wood,academy_award
934,1964,ACTRESS,True,Julie Andrews,academy_award
935,1964,ACTRESS,False,Anne Bancroft,academy_award
936,1964,ACTRESS,False,Sophia Loren,academy_award
937,1964,ACTRESS,False,Debbie Reynolds,academy_award
938,1964,ACTRESS,False,Kim Stanley,academy_award
939,1965,ACTRESS,False,Julie Andrews,academy_award
940,1965,ACTRESS,True,Julie Christie,academy_award
941,1965,ACTRESS,False,Samantha Eggar,academy_award
942,1965,ACTRESS,False,Elizabeth Hartman,academy_award
943,1965,ACTRESS,False,Simone Signoret,academy_award
944,1966,ACTRESS,False,Anouk Aimee,academy_award
945,1966,ACTRESS,False,Ida Kaminska,academy_award
946,1966,ACTRESS,False,Lynn Redgrave,academy_award
947,1966,ACTRESS,False,Vanessa Redgrave,academy_award
948,1966,ACTRESS,True,Elizabeth Taylor,academy_award
949,1967,ACTRESS,False,Anne Bancroft,academy_award
950,1967,ACTRESS,False,Faye Dunaway,academy_award
951,1967,ACTRESS,False,Dame Edith Evans,academy_award
952,1967,ACTRESS,False,Audrey Hepburn,academy_award
953,1967,ACTRESS,True,Katharine Hepburn,academy_award
954,1968,ACTRESS,True,Katharine Hepburn,academy_award
955,1968,ACTRESS,False,Patricia Neal,academy_award
956,1968,ACTRESS,False,Vanessa Redgrave,academy_award
957,1968,ACTRESS,True,Barbra Streisand,academy_award
958,1968,ACTRESS,False,Joanne Woodward,academy_award
959,1969,ACTRESS,False,Genevieve Bujold,academy_award
960,1969,ACTRESS,False,Jane Fonda,academy_award
961,1969,ACTRESS,False,Liza Minnelli,academy_award
962,1969,ACTRESS,False,Jean Simmons,academy_award
963,1969,ACTRESS,True,Maggie Smith,academy_award
964,1970,ACTRESS,False,Jane Alexander,academy_award
965,1970,ACTRESS,True,Glenda Jackson,academy_award
966,1970,ACTRESS,False,Ali MacGraw,academy_award
967,1970,ACTRESS,False,Sarah Miles,academy_award
968,1970,ACTRESS,False,Carrie Snodgress,academy_award
969,1971,ACTRESS,False,Julie Christie,academy_award
970,1971,ACTRESS,True,Jane Fonda,academy_award
971,1971,ACTRESS,False,Glenda Jackson,academy_award
972,1971,ACTRESS,False,Vanessa Redgrave,academy_award
973,1971,ACTRESS,False,Janet Suzman,academy_award
974,1972,ACTRESS,True,Liza Minnelli,academy_award
975,1972,ACTRESS,False,Diana Ross,academy_award
976,1972,ACTRESS,False,Maggie Smith,academy_award
977,1972,ACTRESS,False,Cicely Tyson,academy_award
978,1972,ACTRESS,False,Liv Ullmann,academy_award
979,1973,ACTRESS,False,Ellen Burstyn,academy_award
980,1973,ACTRESS,True,Glenda Jackson,academy_award
981,1973,ACTRESS,False,Marsha Mason,academy_award
982,1973,ACTRESS,False,Barbra Streisand,academy_award
983,1973,ACTRESS,False,Joanne Woodward,academy_award
984,1974,ACTRESS,True,Ellen Burstyn,academy_award
985,1974,ACTRESS,False,Diahann Carroll,academy_award
986,1974,ACTRESS,False,Faye Dunaway,academy_award
987,1974,ACTRESS,False,Valerie Perrine,academy_award
988,1974,ACTRESS,False,Gena Rowlands,academy_award
989,1975,ACTRESS,False,Isabelle Adjani,academy_award
990,1975,ACTRESS,False,Ann-Margret,academy_award
991,1975,ACTRESS,True,Louise Fletcher,academy_award
992,1975,ACTRESS,False,Glenda Jackson,academy_award
993,1975,ACTRESS,False,Carol Kane,academy_award
994,1976,ACTRESS,False,Marie-Christine Barrault,academy_award
995,1976,ACTRESS,True,Faye Dunaway,academy_award
996,1976,ACTRESS,False,Talia Shire,academy_award
997,1976,ACTRESS,False,Sissy Spacek,academy_award
998,1976,ACTRESS,False,Liv Ullmann,academy_award
999,1977,ACTRESS,False,Anne Bancroft,academy_award
1000,1977,ACTRESS,False,Jane Fonda,academy_award
1001,1977,ACTRESS,True,Diane Keaton,academy_award
1002,1977,ACTRESS,False,Shirley MacLaine,academy_award
1003,1977,ACTRESS,False,Marsha Mason,academy_award
1004,1978,ACTRESS,False,Ingrid Bergman,academy_award
1005,1978,ACTRESS,False,Ellen Burstyn,academy_award
1006,1978,ACTRESS,False,Jill Clayburgh,academy_award
1007,1978,ACTRESS,True,Jane Fonda,academy_award
1008,1978,ACTRESS,False,Geraldine Page,academy_award
1009,1979,ACTRESS,False,Jill Clayburgh,academy_award
1010,1979,ACTRESS,True,Sally Field,academy_award
1011,1979,ACTRESS,False,Jane Fonda,academy_award
1012,1979,ACTRESS,False,Marsha Mason,academy_award
1013,1979,ACTRESS,False,Bette Midler,academy_award
1014,1980,ACTRESS,False,Ellen Burstyn,academy_award
